DATE,TIME,TEMPERATURE,HUMIDITY,CO2,CO,RAIN,DUST,EVALUATE
10/2/2025,20:18:25,29.80,64.60,57.00,36.00,HEAVY_RAIN,63.70,Unhealthy
10/2/2025,20:18:10,29.80,64.60,59.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:17:58,29.80,64.60,57.00,36.00,HEAVY_RAIN,38.33,Unhealthy
10/2/2025,20:17:46,29.80,64.60,58.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:17:35,29.80,64.70,50.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:17:23,29.80,64.70,49.00,36.00,HEAVY_RAIN,0.00,Moderate
10/2/2025,20:17:12,29.80,64.70,50.00,36.00,HEAVY_RAIN,66.33,Unhealthy
10/2/2025,20:16:57,29.80,64.90,49.00,36.00,HEAVY_RAIN,0.00,Moderate
10/2/2025,20:16:46,29.80,64.70,58.00,36.00,HEAVY_RAIN,41.80,Unhealthy
10/2/2025,20:16:33,29.80,64.50,51.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:16:22,29.80,64.50,59.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:16:09,29.80,64.50,50.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:15:58,29.80,64.50,49.00,36.00,HEAVY_RAIN,0.00,Moderate
10/2/2025,20:15:48,29.80,64.50,58.00,36.00,HEAVY_RAIN,17.82,Unhealthy
10/2/2025,20:15:32,29.80,64.60,59.00,36.00,HEAVY_RAIN,56.77,Unhealthy
10/2/2025,20:15:22,29.80,64.50,59.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:15:05,29.80,64.60,59.00,36.00,HEAVY_RAIN,62.86,Unhealthy
10/2/2025,20:14:53,29.80,64.50,59.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:14:43,29.80,64.40,51.00,36.00,HEAVY_RAIN,10.75,Unhealthy
10/2/2025,20:14:31,29.80,64.30,50.00,36.00,HEAVY_RAIN,76.86,Unhealthy
10/2/2025,20:14:17,29.80,64.30,51.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:14:04,29.80,64.40,51.00,36.00,HEAVY_RAIN,44.15,Unhealthy
10/2/2025,20:13:52,29.80,64.10,51.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:13:38,29.80,64.10,51.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:13:25,29.80,64.00,52.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:13:12,29.80,64.00,52.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:13:01,29.80,63.90,60.00,36.00,HEAVY_RAIN,93.91,Hazardous
10/2/2025,20:12:46,29.80,64.00,60.00,36.00,HEAVY_RAIN,06.04,Hazardous
10/2/2025,20:12:35,29.80,63.80,52.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:12:22,29.80,63.80,60.00,36.00,HEAVY_RAIN,0.00,Hazardous
10/2/2025,20:12:12,29.80,63.80,60.00,36.00,HEAVY_RAIN,0.00,Hazardous
10/2/2025,20:11:57,29.80,63.80,52.00,36.00,HEAVY_RAIN,13.24,Unhealthy
10/2/2025,20:11:43,29.80,63.60,61.00,36.00,HEAVY_RAIN,19.48,Hazardous
10/2/2025,20:11:30,29.80,63.50,61.00,36.00,HEAVY_RAIN,44.85,Hazardous
10/2/2025,20:11:20,29.80,63.50,61.00,36.00,HEAVY_RAIN,44.15,Hazardous
10/2/2025,20:11:06,29.80,63.50,52.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:10:52,29.80,63.50,61.00,36.00,HEAVY_RAIN,0.00,Hazardous
10/2/2025,20:10:38,29.80,63.50,52.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:10:28,29.80,63.50,51.00,36.00,HEAVY_RAIN,33.76,Unhealthy
10/2/2025,20:10:27,29.80,63.50,61.00,36.00,HEAVY_RAIN,32.09,Hazardous
10/2/2025,20:10:04,29.80,63.60,52.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:09:51,29.80,63.40,60.00,36.00,HEAVY_RAIN,65.50,Hazardous
10/2/2025,20:09:37,29.80,63.40,52.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:09:23,29.80,63.40,59.00,36.00,HEAVY_RAIN,45.12,Unhealthy
10/2/2025,20:09:11,29.80,63.50,51.00,36.00,HEAVY_RAIN,56.77,Unhealthy
10/2/2025,20:08:59,29.80,63.50,59.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:08:45,29.80,63.60,52.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:08:32,29.80,63.70,60.00,36.00,HEAVY_RAIN,68.55,Hazardous
10/2/2025,20:08:20,29.80,63.70,59.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:08:10,29.80,63.70,52.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:07:54,29.80,63.70,60.00,36.00,HEAVY_RAIN,0.00,Hazardous
10/2/2025,20:07:41,29.80,63.70,60.00,36.00,HEAVY_RAIN,12.41,Hazardous
10/2/2025,20:07:27,29.80,63.50,51.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:07:15,29.80,63.40,51.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:07:04,29.80,63.40,52.00,36.00,HEAVY_RAIN,72.98,Unhealthy
10/2/2025,20:06:52,29.80,63.40,52.00,36.00,HEAVY_RAIN,26.83,Unhealthy
10/2/2025,20:06:39,29.80,63.50,52.00,36.00,HEAVY_RAIN,101.26,Hazardous
10/2/2025,20:06:24,29.80,63.40,60.00,36.00,HEAVY_RAIN,0.00,Hazardous
10/2/2025,20:06:13,29.80,63.40,53.00,36.00,HEAVY_RAIN,46.79,Unhealthy
10/2/2025,20:05:57,29.80,63.30,52.00,36.00,HEAVY_RAIN,24.19,Unhealthy
10/2/2025,20:05:46,29.80,63.40,51.00,36.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:05:32,29.80,63.50,60.00,36.00,HEAVY_RAIN,0.00,Hazardous
10/2/2025,20:05:21,29.80,63.50,52.00,36.00,HEAVY_RAIN,35.56,Unhealthy
10/2/2025,20:05:08,29.80,63.60,52.00,35.00,HEAVY_RAIN,44.71,Unhealthy
10/2/2025,20:04:57,29.80,63.60,50.00,35.00,HEAVY_RAIN,56.21,Unhealthy
10/2/2025,20:04:43,29.80,63.60,51.00,35.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:04:30,29.80,63.60,48.00,35.00,HEAVY_RAIN,39.02,Moderate
10/2/2025,20:04:16,29.80,63.70,48.00,35.00,HEAVY_RAIN,30.15,Moderate
10/2/2025,20:04:03,29.80,63.70,45.00,35.00,HEAVY_RAIN,31.12,Moderate
10/2/2025,20:03:51,29.80,63.50,52.00,35.00,HEAVY_RAIN,22.25,Unhealthy
10/2/2025,20:03:40,29.80,63.50,51.00,35.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:03:27,29.80,63.40,42.00,35.00,HEAVY_RAIN,0.00,Moderate
10/2/2025,20:03:16,29.80,63.40,51.00,35.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:03:02,29.80,63.50,52.00,35.00,HEAVY_RAIN,0.00,Unhealthy
10/2/2025,20:02:52,29.80,63.60,41.00,34.00,HEAVY_RAIN,0.00,Moderate
10/2/2025,20:02:40,29.80,63.50,39.00,34.00,HEAVY_RAIN,9.64,Good
10/2/2025,20:02:26,29.80,63.40,48.00,35.00,HEAVY_RAIN,0.00,Moderate
10/2/2025,20:02:15,29.80,63.40,50.00,35.00,HEAVY_RAIN,73.81,Unhealthy
10/2/2025,20:01:58,29.80,63.50,48.00,35.00,HEAVY_RAIN,44.15,Moderate
10/2/2025,20:01:45,29.80,63.50,36.00,34.00,HEAVY_RAIN,51.22,Moderate
10/2/2025,20:01:35,29.80,63.50,39.00,34.00,HEAVY_RAIN,37.64,Good
10/2/2025,20:01:22,29.80,63.30,39.00,34.00,HEAVY_RAIN,53.72,Moderate
10/2/2025,20:01:10,29.80,63.30,38.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,20:00:59,29.80,63.30,47.00,34.00,HEAVY_RAIN,3.26,Moderate
10/2/2025,20:00:43,29.80,63.30,37.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,20:00:30,29.80,63.30,45.00,34.00,HEAVY_RAIN,41.80,Moderate
10/2/2025,20:00:18,29.80,63.20,37.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,20:00:04,29.80,63.20,36.00,34.00,HEAVY_RAIN,57.32,Moderate
10/2/2025,19:59:48,29.80,63.20,36.00,34.00,HEAVY_RAIN,33.06,Good
10/2/2025,19:59:34,29.80,63.00,36.00,34.00,HEAVY_RAIN,45.12,Good
10/2/2025,19:59:21,29.80,63.00,35.00,34.00,HEAVY_RAIN,83.93,Unhealthy
10/2/2025,19:59:10,29.80,63.00,35.00,34.00,HEAVY_RAIN,48.87,Good
10/2/2025,19:58:50,29.80,62.90,35.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:58:40,29.80,62.70,43.00,34.00,HEAVY_RAIN,73.26,Unhealthy
10/2/2025,19:58:28,29.80,62.70,35.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:58:12,29.80,62.60,38.00,34.00,HEAVY_RAIN,1.88,Good
10/2/2025,19:58:00,29.80,62.70,40.00,34.00,HEAVY_RAIN,10.19,Moderate
10/2/2025,19:57:48,29.80,62.90,34.00,34.00,HEAVY_RAIN,41.66,Good
10/2/2025,19:57:36,29.80,62.90,43.00,34.00,HEAVY_RAIN,63.70,Moderate
10/2/2025,19:57:25,29.80,62.80,34.00,34.00,HEAVY_RAIN,25.16,Good
10/2/2025,19:57:14,29.80,62.60,40.00,34.00,HEAVY_RAIN,43.60,Moderate
10/2/2025,19:57:01,29.80,62.70,44.00,34.00,HEAVY_RAIN,53.02,Moderate
10/2/2025,19:56:41,29.80,62.80,35.00,34.00,HEAVY_RAIN,58.29,Moderate
10/2/2025,19:56:26,29.80,62.80,34.00,34.00,HEAVY_RAIN,13.38,Good
10/2/2025,19:56:18,29.80,62.80,44.00,34.00,HEAVY_RAIN,0.00,Moderate
10/2/2025,19:56:04,29.80,62.80,42.00,34.00,HEAVY_RAIN,86.15,Unhealthy
10/2/2025,19:55:48,29.80,62.80,42.00,34.00,HEAVY_RAIN,3.82,Moderate
10/2/2025,19:55:38,29.80,62.90,34.00,34.00,HEAVY_RAIN,21.28,Good
10/2/2025,19:55:27,29.80,62.90,43.00,34.00,HEAVY_RAIN,68.96,Moderate
10/2/2025,19:55:08,29.80,62.90,33.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:54:57,29.80,63.00,42.00,34.00,HEAVY_RAIN,0.00,Moderate
10/2/2025,19:54:47,29.80,62.90,33.00,34.00,HEAVY_RAIN,18.37,Good
10/2/2025,19:54:34,29.80,63.00,33.00,33.00,HEAVY_RAIN,93.22,Unhealthy
10/2/2025,19:54:23,29.80,62.50,35.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:54:12,29.80,62.60,42.00,34.00,HEAVY_RAIN,59.95,Moderate
10/2/2025,19:53:56,29.80,62.60,42.00,34.00,HEAVY_RAIN,35.28,Moderate
10/2/2025,19:53:42,29.80,62.70,33.00,34.00,HEAVY_RAIN,30.71,Good
10/2/2025,19:53:29,29.80,62.70,33.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:53:18,29.80,62.70,42.00,34.00,HEAVY_RAIN,54.83,Moderate
10/2/2025,19:53:08,29.80,62.70,41.00,34.00,HEAVY_RAIN,0.00,Moderate
10/2/2025,19:52:57,29.80,62.60,42.00,34.00,HEAVY_RAIN,70.07,Unhealthy
10/2/2025,19:52:46,29.80,62.60,41.00,34.00,HEAVY_RAIN,15.32,Moderate
10/2/2025,19:52:33,29.80,62.50,33.00,34.00,HEAVY_RAIN,77.42,Unhealthy
10/2/2025,19:52:21,29.80,62.50,33.00,33.00,HEAVY_RAIN,41.80,Good
10/2/2025,19:52:10,29.80,62.60,32.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:51:59,29.80,62.50,41.00,34.00,HEAVY_RAIN,0.00,Moderate
10/2/2025,19:51:49,29.80,62.50,41.00,34.00,HEAVY_RAIN,193.99,Hazardous
10/2/2025,19:51:35,29.80,62.40,41.00,34.00,HEAVY_RAIN,17.82,Moderate
10/2/2025,19:51:24,29.80,62.50,32.00,34.00,HEAVY_RAIN,38.75,Good
10/2/2025,19:51:11,29.80,62.50,33.00,33.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:50:58,29.80,62.40,33.00,34.00,HEAVY_RAIN,58.15,Moderate
10/2/2025,19:50:45,29.80,62.50,41.00,34.00,HEAVY_RAIN,50.81,Moderate
10/2/2025,19:50:27,29.80,62.30,41.00,34.00,HEAVY_RAIN,0.00,Moderate
10/2/2025,19:50:15,29.80,62.30,41.00,34.00,HEAVY_RAIN,70.77,Unhealthy
10/2/2025,19:50:03,29.80,62.30,31.00,33.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:49:49,29.80,62.40,40.00,34.00,HEAVY_RAIN,98.07,Unhealthy
10/2/2025,19:49:36,29.80,62.50,30.00,33.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:49:23,29.80,62.40,42.00,34.00,HEAVY_RAIN,31.54,Moderate
10/2/2025,19:49:10,29.80,62.30,40.00,34.00,HEAVY_RAIN,13.10,Moderate
10/2/2025,19:48:56,29.80,62.20,32.00,33.00,HEAVY_RAIN,74.78,Unhealthy
10/2/2025,19:48:41,29.80,62.20,31.00,33.00,HEAVY_RAIN,43.18,Good
10/2/2025,19:48:30,29.80,62.20,31.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:48:19,29.80,62.30,41.00,34.00,HEAVY_RAIN,26.83,Moderate
10/2/2025,19:48:07,29.80,62.10,30.00,33.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:47:54,29.80,62.20,41.00,34.00,HEAVY_RAIN,46.79,Moderate
10/2/2025,19:47:38,29.80,62.20,40.00,34.00,HEAVY_RAIN,51.36,Moderate
10/2/2025,19:47:26,29.80,62.30,31.00,33.00,HEAVY_RAIN,63.70,Moderate
10/2/2025,19:47:16,29.80,62.30,39.00,34.00,HEAVY_RAIN,77.00,Unhealthy
10/2/2025,19:47:04,29.80,62.30,39.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:46:54,29.80,62.30,39.00,34.00,HEAVY_RAIN,66.47,Moderate
10/2/2025,19:46:41,29.80,62.20,39.00,34.00,HEAVY_RAIN,37.08,Good
10/2/2025,19:46:29,29.80,62.20,39.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:46:20,29.80,62.40,39.00,34.00,HEAVY_RAIN,95.16,Unhealthy
10/2/2025,19:46:06,29.80,62.40,30.00,33.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:45:55,29.80,62.40,40.00,33.00,HEAVY_RAIN,67.16,Moderate
10/2/2025,19:45:41,29.80,62.10,39.00,34.00,HEAVY_RAIN,7.70,Good
10/2/2025,19:45:28,29.80,62.10,39.00,34.00,HEAVY_RAIN,122.19,Hazardous
10/2/2025,19:45:08,29.80,62.20,30.00,33.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:44:56,29.80,62.20,30.00,33.00,HEAVY_RAIN,70.77,Unhealthy
10/2/2025,19:44:42,29.80,62.30,39.00,34.00,HEAVY_RAIN,48.59,Good
10/2/2025,19:44:25,29.80,62.40,38.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:44:12,29.80,62.40,40.00,34.00,HEAVY_RAIN,07.01,Moderate
10/2/2025,19:43:55,29.80,62.10,30.00,33.00,HEAVY_RAIN,6.45,Good
10/2/2025,19:43:41,29.80,62.30,38.00,34.00,HEAVY_RAIN,61.89,Moderate
10/2/2025,19:43:28,29.80,62.30,39.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:43:24,29.80,62.30,38.00,34.00,HEAVY_RAIN,70.77,Unhealthy
10/2/2025,19:43:05,29.80,62.30,38.00,34.00,HEAVY_RAIN,70.77,Unhealthy
10/2/2025,19:42:52,29.80,62.10,38.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:42:41,29.80,62.20,38.00,34.00,HEAVY_RAIN,137.71,Hazardous
10/2/2025,19:42:30,29.80,62.10,32.00,34.00,HEAVY_RAIN,59.82,Moderate
10/2/2025,19:42:00,29.80,62.00,30.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:41:47,29.80,61.80,30.00,34.00,HEAVY_RAIN,64.25,Moderate
10/2/2025,19:41:36,29.80,61.80,38.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:41:25,29.80,61.80,39.00,34.00,HEAVY_RAIN,62.73,Moderate
10/2/2025,19:41:14,29.80,61.80,40.00,34.00,HEAVY_RAIN,0.00,Moderate
10/2/2025,19:41:00,29.80,61.70,38.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:40:48,29.80,61.70,30.00,34.00,HEAVY_RAIN,61.76,Moderate
10/2/2025,19:40:33,29.80,61.60,21.00,34.00,HEAVY_RAIN,26.27,Good
10/2/2025,19:40:19,29.80,61.50,34.00,33.00,HEAVY_RAIN,68.27,Moderate
10/2/2025,19:40:07,29.80,61.70,38.00,34.00,HEAVY_RAIN,7.70,Good
10/2/2025,19:39:56,29.80,61.80,38.00,34.00,HEAVY_RAIN,106.25,Hazardous
10/2/2025,19:39:43,29.80,61.80,33.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:39:32,29.80,61.70,38.00,34.00,HEAVY_RAIN,121.08,Hazardous
10/2/2025,19:39:20,29.80,61.70,37.00,34.00,HEAVY_RAIN,133.42,Hazardous
10/2/2025,19:39:07,29.90,61.60,37.00,34.00,HEAVY_RAIN,73.12,Unhealthy
10/2/2025,19:38:56,29.90,61.60,38.00,34.00,HEAVY_RAIN,64.39,Moderate
10/2/2025,19:38:38,29.80,61.70,30.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:38:27,29.90,61.70,30.00,34.00,HEAVY_RAIN,88.09,Unhealthy
10/2/2025,19:38:14,29.80,61.70,28.00,34.00,HEAVY_RAIN,37.50,Good
10/2/2025,19:38:02,29.90,61.70,36.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:37:51,29.90,61.70,38.00,34.00,HEAVY_RAIN,57.60,Moderate
10/2/2025,19:37:35,29.80,61.60,37.00,34.00,HEAVY_RAIN,45.95,Good
10/2/2025,19:37:19,29.80,61.60,37.00,34.00,HEAVY_RAIN,25.99,Good
10/2/2025,19:37:08,29.80,61.50,37.00,34.00,HEAVY_RAIN,108.05,Hazardous
10/2/2025,19:36:53,29.90,61.40,37.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:36:42,29.80,61.40,25.00,34.00,HEAVY_RAIN,63.42,Moderate
10/2/2025,19:36:31,29.90,61.60,38.00,34.00,HEAVY_RAIN,44.15,Good
10/2/2025,19:36:24,29.80,61.50,37.00,34.00,HEAVY_RAIN,41.80,Good
10/2/2025,19:36:05,29.80,61.70,37.00,34.00,HEAVY_RAIN,41.24,Good
10/2/2025,19:35:53,29.80,61.70,37.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:35:43,29.80,61.70,37.00,34.00,HEAVY_RAIN,122.47,Hazardous
10/2/2025,19:35:30,29.80,61.70,38.00,34.00,HEAVY_RAIN,41.80,Good
10/2/2025,19:35:14,29.80,61.50,37.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:35:04,29.90,61.40,28.00,34.00,HEAVY_RAIN,61.62,Moderate
10/2/2025,19:34:49,29.80,61.40,28.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:34:38,29.90,61.40,38.00,34.00,HEAVY_RAIN,56.63,Moderate
10/2/2025,19:34:20,29.90,61.50,37.00,34.00,HEAVY_RAIN,15.46,Good
10/2/2025,19:34:09,29.90,61.50,39.00,34.00,HEAVY_RAIN,179.02,Hazardous
10/2/2025,19:33:55,29.90,61.60,29.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:33:44,29.90,61.60,29.00,34.00,HEAVY_RAIN,68.13,Moderate
10/2/2025,19:33:30,29.90,61.40,29.00,34.00,HEAVY_RAIN,21.84,Good
10/2/2025,19:33:19,29.80,61.40,38.00,34.00,HEAVY_RAIN,66.05,Moderate
10/2/2025,19:33:07,29.80,61.50,29.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:32:55,29.90,61.60,17.00,34.00,HEAVY_RAIN,50.39,Moderate
10/2/2025,19:32:44,29.80,61.50,37.00,34.00,HEAVY_RAIN,21.98,Good
10/2/2025,19:32:33,29.80,61.50,29.00,34.00,HEAVY_RAIN,55.52,Moderate
10/2/2025,19:32:20,29.80,61.30,37.00,34.00,HEAVY_RAIN,27.38,Good
10/2/2025,19:32:07,29.90,61.30,39.00,34.00,HEAVY_RAIN,69.93,Moderate
10/2/2025,19:31:49,29.90,61.30,38.00,34.00,HEAVY_RAIN,29.60,Good
10/2/2025,19:31:38,29.90,61.20,37.00,34.00,HEAVY_RAIN,71.18,Unhealthy
10/2/2025,19:31:24,29.80,60.90,28.00,34.00,HEAVY_RAIN,28.77,Good
10/2/2025,19:31:11,29.90,60.90,29.00,34.00,HEAVY_RAIN,58.57,Moderate
10/2/2025,19:30:55,29.80,60.80,38.00,34.00,HEAVY_RAIN,36.94,Good
10/2/2025,19:30:42,29.80,60.80,37.00,34.00,HEAVY_RAIN,47.20,Good
10/2/2025,19:30:29,29.80,60.70,38.00,34.00,HEAVY_RAIN,34.17,Good
10/2/2025,19:30:12,29.80,60.60,38.00,35.00,HEAVY_RAIN,47.62,Good
10/2/2025,19:29:59,29.90,60.60,29.00,34.00,HEAVY_RAIN,13.10,Good
10/2/2025,19:29:50,29.90,60.60,30.00,34.00,HEAVY_RAIN,61.89,Moderate
10/2/2025,19:29:34,29.80,60.60,38.00,35.00,HEAVY_RAIN,58.15,Moderate
10/2/2025,19:29:18,29.90,60.60,37.00,35.00,HEAVY_RAIN,2.85,Good
10/2/2025,19:29:03,29.90,60.60,37.00,35.00,HEAVY_RAIN,60.23,Moderate
10/2/2025,19:28:53,29.80,60.70,37.00,35.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:28:38,29.90,60.70,37.00,35.00,HEAVY_RAIN,52.75,Moderate
10/2/2025,19:28:25,29.90,60.70,36.00,35.00,HEAVY_RAIN,46.92,Good
10/2/2025,19:28:14,29.90,60.60,29.00,34.00,HEAVY_RAIN,31.82,Good
10/2/2025,19:28:03,29.80,60.60,28.00,34.00,HEAVY_RAIN,62.73,Moderate
10/2/2025,19:27:53,29.80,60.60,28.00,34.00,HEAVY_RAIN,62.73,Moderate
10/2/2025,19:27:37,29.80,60.50,29.00,34.00,HEAVY_RAIN,32.23,Good
10/2/2025,19:27:23,29.80,60.50,37.00,35.00,HEAVY_RAIN,49.42,Good
10/2/2025,19:27:06,29.90,60.50,29.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:26:54,29.80,60.40,38.00,35.00,HEAVY_RAIN,68.55,Moderate
10/2/2025,19:26:41,29.90,60.40,38.00,35.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:26:28,29.90,60.40,39.00,35.00,HEAVY_RAIN,59.95,Moderate
10/2/2025,19:26:02,29.90,60.40,39.00,35.00,HEAVY_RAIN,36.81,Good
10/2/2025,19:25:42,29.80,60.30,38.00,35.00,HEAVY_RAIN,46.92,Good
10/2/2025,19:25:27,29.80,60.40,37.00,35.00,HEAVY_RAIN,44.15,Good
10/2/2025,19:25:11,29.90,60.50,30.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:24:59,29.90,60.40,39.00,35.00,HEAVY_RAIN,55.66,Moderate
10/2/2025,19:24:37,29.90,60.30,37.00,35.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:24:24,29.90,60.30,36.00,35.00,HEAVY_RAIN,99.32,Unhealthy
10/2/2025,19:24:11,29.90,60.30,27.00,35.00,HEAVY_RAIN,45.68,Good
10/2/2025,19:23:58,29.90,60.40,29.00,35.00,HEAVY_RAIN,2.29,Good
10/2/2025,19:23:48,29.90,60.40,37.00,35.00,HEAVY_RAIN,66.61,Moderate
10/2/2025,19:23:22,29.90,60.40,28.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:23:11,29.90,60.50,37.00,35.00,HEAVY_RAIN,53.72,Moderate
10/2/2025,19:22:58,29.90,60.40,29.00,34.00,HEAVY_RAIN,49.56,Good
10/2/2025,19:22:52,29.80,60.40,38.00,35.00,HEAVY_RAIN,35.56,Good
10/2/2025,19:22:25,29.90,60.10,37.00,35.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:22:15,29.90,60.10,37.00,35.00,HEAVY_RAIN,53.02,Moderate
10/2/2025,19:22:03,29.90,60.10,29.00,34.00,HEAVY_RAIN,50.81,Moderate
10/2/2025,19:21:49,29.90,60.10,38.00,35.00,HEAVY_RAIN,43.46,Good
10/2/2025,19:21:34,29.90,60.20,36.00,35.00,HEAVY_RAIN,41.10,Good
10/2/2025,19:21:21,29.80,60.00,29.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:21:11,29.90,60.10,28.00,34.00,HEAVY_RAIN,78.80,Unhealthy
10/2/2025,19:20:57,29.90,60.10,38.00,35.00,HEAVY_RAIN,39.02,Good
10/2/2025,19:20:38,29.90,59.90,37.00,35.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:20:28,29.90,59.90,37.00,35.00,HEAVY_RAIN,53.85,Moderate
10/2/2025,19:20:13,29.80,60.00,38.00,35.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:20:04,29.90,60.00,28.00,34.00,HEAVY_RAIN,69.52,Moderate
10/2/2025,19:19:48,29.90,59.90,26.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:19:36,29.80,59.90,37.00,35.00,HEAVY_RAIN,52.05,Moderate
10/2/2025,19:19:27,29.90,59.90,37.00,35.00,HEAVY_RAIN,70.77,Unhealthy
10/2/2025,19:19:17,29.90,59.80,37.00,35.00,HEAVY_RAIN,66.33,Moderate
10/2/2025,19:18:59,29.90,59.90,37.00,35.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:18:46,29.90,59.90,38.00,35.00,HEAVY_RAIN,66.75,Moderate
10/2/2025,19:18:29,29.90,59.90,38.00,35.00,HEAVY_RAIN,44.98,Good
10/2/2025,19:18:14,29.90,59.80,38.00,35.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:18:03,29.90,59.80,38.00,35.00,HEAVY_RAIN,80.33,Unhealthy
10/2/2025,19:17:45,29.90,59.80,37.00,35.00,HEAVY_RAIN,38.19,Good
10/2/2025,19:17:34,29.90,59.80,38.00,35.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:17:23,29.90,59.80,38.00,35.00,HEAVY_RAIN,106.66,Hazardous
10/2/2025,19:17:04,29.90,59.80,30.00,34.00,HEAVY_RAIN,45.68,Good
10/2/2025,19:16:49,29.80,59.70,29.00,34.00,HEAVY_RAIN,0.00,Good
10/2/2025,19:16:38,29.80,59.70,37.00,35.00,HEAVY_RAIN,50.81,Moderate
10/2/2025,19:16:23,29.90,59.70,36.00,35.00,HEAVY_RAIN,48.59,Good
